
# R11treat.dat
#
# This is a processed and treated version of the Cepheid and redshift datas from R11.
# (Riess et al. 2011 [R11], ApJ, 730, 119, Table 2)
#
# The description of each column can be found in the R11treat_info.txt file.
#

id	gal	z	dL	M	Merr	m	merr	P	logP	logO_H	bias	Pivot
7014	3370	0.004266	18.282857142857143	-8.068920329094077	0.28	23.2413	0.28	66.71	1.8241909406525831	-3.21	0.09	1.4741253668998888
33669	3370	0.004266	18.282857142857143	-7.88602032909408	0.35	23.4242	0.35	67.23	1.8275631112547237	-2.94	0.37	1.4741253668998888
9063	3370	0.004266	18.282857142857143	-7.798220329094079	0.24	23.512	0.24	68.9	1.8382192219076259	-3.08	0.14	1.4741253668998888
22612	3370	0.004266	18.282857142857143	-8.05252032909408	0.19	23.2577	0.19	69.35	1.8410464654093037	-3.17	0.14	1.4741253668998888
29662	3370	0.004266	18.282857142857143	-7.869220329094077	0.22	23.441	0.22	71.52	1.8544275057878612	-3.12	0.19	1.4741253668998888
22718	3370	0.004266	18.282857142857143	-8.089220329094076	0.32	23.221	0.32	73.36	1.8654593226619647	-3.07	0.14	1.4741253668998888
1454	3370	0.004266	18.282857142857143	-7.859620329094078	0.15	23.4506	0.15	79.26	1.899054067998171	-3.37	0.07	1.4741253668998888
33346	3370	0.004266	18.282857142857143	-7.635120329094079	0.6	23.6751	0.6	80.84	1.9076263048432665	-2.9	0.17	1.4741253668998888
33195	3370	0.004266	18.282857142857143	-7.8802203290940795	0.13	23.43	0.13	81.04	1.908699432352224	-3.28	0.05	1.4741253668998888
4471	3370	0.004266	18.282857142857143	-8.066520329094075	0.18	23.2437	0.18	83.28	1.9205407165024797	-3.22	0.04	1.4741253668998888
22098	3370	0.004266	18.282857142857143	-8.10072032909408	0.27	23.2095	0.27	86.33	1.9361617409111576	-3.06	0.1	1.4741253668998888
3205	3370	0.004266	18.282857142857143	-8.10842032909408	0.13	23.2018	0.13	88.25	1.94571471405986	-3.34	0.0	1.4741253668998888
31067	3370	0.004266	18.282857142857143	-7.04762032909408	0.71	24.2626	0.71	88.54	1.9471395176428292	-2.83	1.12	1.4741253668998888
48741	3370	0.004266	18.282857142857143	-7.95792032909408	0.13	23.3523	0.13	96.48	1.984437294796076	-3.25	0.05	1.4741253668998888
8038	3370	0.004266	18.282857142857143	-8.407120329094077	0.12	22.9031	0.12	96.82	1.9859650783048708	-3.24	0.02	1.4741253668998888
17501	3370	0.004266	18.282857142857143	-7.958920329094077	0.41	23.3513	0.41	98.72	1.9944051466891664	-2.98	0.17	1.4741253668998888
10587	3982	0.003699	15.852857142857143	-5.903137730104	0.52	25.0974	0.52	16.58	1.2195845262142546	-3.25	0.33	1.4741253668998888
32275	3982	0.003699	15.852857142857143	-4.845937730103998	0.75	26.1546	0.75	16.98	1.2299376859079338	-3.13	1.19	1.4741253668998888
54537	3982	0.003699	15.852857142857143	-5.564937730103999	0.51	25.4356	0.51	17.02	1.230959555748569	-3.18	0.49	1.4741253668998888
12797	3982	0.003699	15.852857142857143	-6.671537730103999	0.43	24.329	0.43	18.15	1.2588766293721312	-3.28	0.35	1.4741253668998888
68254	3982	0.003699	15.852857142857143	-5.977237730104001	0.25	25.0233	0.25	18.29	1.2622137054764169	-3.49	0.1	1.4741253668998888
15318	3982	0.003699	15.852857142857143	-7.743537730103995	0.5	23.257	0.5	18.51	1.2674064187529042	-3.12	0.64	1.4741253668998888
64179	3982	0.003699	15.852857142857143	-6.008237730104	0.48	24.9923	0.48	18.75	1.2730012720637376	-3.28	0.53	1.4741253668998888
19463	3982	0.003699	15.852857142857143	-6.113037730103997	0.19	24.8875	0.19	18.94	1.2773799746672547	-3.64	0.05	1.4741253668998888
73388	3982	0.003699	15.852857142857143	-6.103637730103998	0.24	24.8969	0.24	19.62	1.2926990030439298	-3.74	0.11	1.4741253668998888
48062	3982	0.003699	15.852857142857143	-6.014737730103995	0.56	24.9858	0.56	20.84	1.318897714627487	-2.96	1.42	1.4741253668998888
35102	3982	0.003699	15.852857142857143	-6.699537730103998	0.46	24.301	0.46	21.38	1.330007700872759	-3.02	0.8	1.4741253668998888
16746	3982	0.003699	15.852857142857143	-6.271037730103998	0.35	24.7295	0.35	21.46	1.3316297176299323	-3.36	0.12	1.4741253668998888
20027	3982	0.003699	15.852857142857143	-5.830537730103998	0.52	25.17	0.52	22.73	1.3565994357249709	-3.03	0.92	1.4741253668998888
85628	3982	0.003699	15.852857142857143	-6.7777377301040005	0.48	24.2228	0.48	23.58	1.3725438007590702	-3.08	0.65	1.4741253668998888
40688	3982	0.003699	15.852857142857143	-6.113137730104	0.51	24.8874	0.51	23.69	1.374565060722765	-3.22	0.29	1.4741253668998888
51886	3982	0.003699	15.852857142857143	-6.401537730103996	0.18	24.599	0.18	24.55	1.3900514964589872	-3.64	0.01	1.4741253668998888
65962	3982	0.003699	15.852857142857143	-4.923137730103996	0.59	26.0774	0.59	24.58	1.3905818785504354	-3.3	0.19	1.4741253668998888
57905	3982	0.003699	15.852857142857143	-5.859337730103995	0.41	25.1412	0.41	25.24	1.4020893505720966	-3.12	0.74	1.4741253668998888
86821	3982	0.003699	15.852857142857143	-5.958037730103996	0.65	25.0425	0.65	25.36	1.404149249209695	-2.9	1.44	1.4741253668998888
21186	3982	0.003699	15.852857142857143	-7.260637730104001	0.42	23.7399	0.42	26.78	1.4278105726759902	-3.06	0.46	1.4741253668998888
49777	3982	0.003699	15.852857142857143	-5.664437730103998	0.89	25.3361	0.89	27.33	1.4366396316926606	-2.95	1.25	1.4741253668998888
65677	3982	0.003699	15.852857142857143	-8.765337730104001	0.15	22.2352	0.15	28.58	1.4560622244549515	-3.56	0.02	1.4741253668998888
35316	3982	0.003699	15.852857142857143	-6.722537730104001	0.45	24.278	0.45	29.03	1.4628470358316736	-3.16	0.62	1.4741253668998888
72633	3982	0.003699	15.852857142857143	-5.783837730103997	0.28	25.2167	0.28	32.52	1.5121505369220305	-3.68	0.0	1.4741253668998888
39405	3982	0.003699	15.852857142857143	-8.098037730103997	0.36	22.9025	0.36	33.84	1.529430354366986	-3.19	0.2	1.4741253668998888
10406	3982	0.003699	15.852857142857143	-6.7130377301039985	0.16	24.2875	0.16	34.2	1.534026106056135	-3.43	0.03	1.4741253668998888
21055	3982	0.003699	15.852857142857143	-7.0207377301039955	0.24	23.9798	0.24	37.34	1.5721743136130595	-3.24	0.11	1.4741253668998888
16117	3982	0.003699	15.852857142857143	-7.089737730103998	0.36	23.9108	0.36	37.99	1.5796692935547203	-3.07	0.26	1.4741253668998888
10837	3982	0.003699	15.852857142857143	-7.261537730103996	0.26	23.739	0.26	38.47	1.5851221863068155	-3.23	0.07	1.4741253668998888
69280	3982	0.003699	15.852857142857143	-7.098437730103996	0.12	23.9021	0.12	38.68	1.5874864654109642	-3.72	0.02	1.4741253668998888
17690	3982	0.003699	15.852857142857143	-5.937437730104001	0.58	25.0631	0.58	39.19	1.5931752634781027	-3.02	0.56	1.4741253668998888
82298	3982	0.003699	15.852857142857143	-6.926737730104001	0.25	24.0738	0.25	40.31	1.6054127981530513	-3.28	0.17	1.4741253668998888
67799	3982	0.003699	15.852857142857143	-6.8746377301039985	0.12	24.1259	0.12	40.44	1.6068111469189634	-3.54	0.0	1.4741253668998888
10346	3982	0.003699	15.852857142857143	-7.4112377301039984	0.21	23.5893	0.21	40.44	1.6068111469189634	-3.28	0.07	1.4741253668998888
32060	3982	0.003699	15.852857142857143	-6.487137730103996	0.58	24.5134	0.58	40.72	1.6098077693287023	-3.01	0.54	1.4741253668998888
72603	3982	0.003699	15.852857142857143	-7.427737730103999	0.13	23.5728	0.13	51.61	1.712733859069952	-3.68	0.0	1.4741253668998888
89486	3982	0.003699	15.852857142857143	-8.081337730103996	0.4	22.9192	0.4	62.44	1.7954628943903799	-2.98	0.44	1.4741253668998888
12402	3982	0.003699	15.852857142857143	-8.350537730104001	0.28	22.65	0.28	72.36	1.859498558187776	-3.18	0.02	1.4741253668998888
16026	3021	0.00514	22.028571428571425	-5.4206316685034075	0.46	26.2943	0.46	12.22	1.0870712059065355	-3.61	0.32	1.4741253668998888
34830	3021	0.00514	22.028571428571425	-5.9957316685034066	0.59	25.7192	0.59	13.39	1.126780577012009	-3.25	0.55	1.4741253668998888
39653	3021	0.00514	22.028571428571425	-5.569631668503408	0.48	26.1453	0.48	14.07	1.1482940974347458	-3.68	0.27	1.4741253668998888
73085	3021	0.00514	22.028571428571425	-5.1839316685034085	0.65	26.531	0.65	14.56	1.1631613749770184	-3.61	0.12	1.4741253668998888
71145	3021	0.00514	22.028571428571425	-7.1096316685034076	0.36	24.6053	0.36	16.12	1.2073650374690719	-3.27	0.26	1.4741253668998888
64603	3021	0.00514	22.028571428571425	-5.955631668503408	0.75	25.7593	0.75	16.28	1.2116544005531824	-2.99	1.24	1.4741253668998888
29320	3021	0.00514	22.028571428571425	-6.354231668503406	0.69	25.3607	0.69	18.68	1.2713768718940746	-3.1	1.29	1.4741253668998888
26176	3021	0.00514	22.028571428571425	-6.454231668503407	0.39	25.2607	0.39	19.47	1.2893659515200318	-3.33	0.33	1.4741253668998888
54363	3021	0.00514	22.028571428571425	-5.288231668503407	0.76	26.4267	0.76	20.45	1.3106933123433606	-3.2	0.61	1.4741253668998888
42349	3021	0.00514	22.028571428571425	-6.950631668503409	0.44	24.7643	0.44	20.56	1.3130231103232382	-2.9	1.46	1.4741253668998888
35001	3021	0.00514	22.028571428571425	-6.628531668503406	0.6	25.0864	0.6	20.99	1.3220124385824004	-3.23	0.73	1.4741253668998888
70351	3021	0.00514	22.028571428571425	-7.662131668503406	0.56	24.0528	0.56	22.57	1.3535315590777621	-3.18	0.49	1.4741253668998888
73805	3021	0.00514	22.028571428571425	-6.4206316685034075	0.2	25.2943	0.2	22.9	1.359835482339888	-3.56	-0.0	1.4741253668998888
69513	3021	0.00514	22.028571428571425	-7.412631668503408	0.44	24.3023	0.44	23.98	1.37984917876283	-3.12	0.41	1.4741253668998888
70368	3021	0.00514	22.028571428571425	-6.046031668503407	0.41	25.6689	0.41	25.14	1.400365273349939	-3.32	0.06	1.4741253668998888
60391	3021	0.00514	22.028571428571425	-7.177531668503406	0.31	24.5374	0.31	28.67	1.4574276929464844	-3.24	0.11	1.4741253668998888
31450	3021	0.00514	22.028571428571425	-7.701931668503406	0.54	24.013	0.54	31.64	1.500236474825639	-3.02	0.69	1.4741253668998888
54600	3021	0.00514	22.028571428571425	-7.267531668503409	0.47	24.4474	0.47	32.59	1.5130843604651443	-3.08	0.27	1.4741253668998888
66191	3021	0.00514	22.028571428571425	-6.228831668503407	0.24	25.4861	0.24	32.66	1.5140161804006493	-3.64	0.04	1.4741253668998888
57991	3021	0.00514	22.028571428571425	-7.059631668503407	0.62	24.6553	0.62	35.43	1.5493711523331772	-2.82	0.49	1.4741253668998888
68742	3021	0.00514	22.028571428571425	-7.008531668503409	0.29	24.7064	0.29	36.73	1.5650209283452938	-3.17	0.19	1.4741253668998888
94290	3021	0.00514	22.028571428571425	-7.0700316685034075	0.73	24.6449	0.73	37.11	1.5694909543487832	-3.07	0.86	1.4741253668998888
59774	3021	0.00514	22.028571428571425	-7.532131668503407	0.32	24.1828	0.32	39.19	1.5931752634781027	-3.21	0.27	1.4741253668998888
32262	3021	0.00514	22.028571428571425	-7.991531668503406	0.55	23.7234	0.55	44.79	1.6511810624446879	-2.98	0.57	1.4741253668998888
34624	3021	0.00514	22.028571428571425	-8.144931668503407	0.59	23.57	0.59	48.27	1.683677298818692	-3.07	0.38	1.4741253668998888
101986	3021	0.00514	22.028571428571425	-7.506931668503409	0.53	24.208	0.53	56.24	1.7500453120117676	-2.97	0.7	1.4741253668998888
26664	3021	0.00514	22.028571428571425	-7.6965316685034075	0.26	24.0184	0.26	58.58	1.7677493673455797	-3.33	0.05	1.4741253668998888
38746	3021	0.00514	22.028571428571425	-8.867031668503408	0.52	22.8479	0.52	74.77	1.8737273806466794	-3.04	0.27	1.4741253668998888
61619	3021	0.00514	22.028571428571425	-8.122331668503406	0.38	23.5926	0.38	81.02	1.9085922388475693	-2.9	0.36	1.4741253668998888
33806	3021	0.00514	22.028571428571425	-8.311631668503406	0.49	23.4033	0.49	108.3	2.0346284566253203	-2.92	0.39	1.4741253668998888
21599	1309	0.007125	30.535714285714285	-5.686940416929765	0.51	26.7371	0.51	20.93	1.3207692283386865	-3.3	0.04	1.4741253668998888
9778	1309	0.007125	30.535714285714285	-7.555940416929769	0.32	24.8681	0.32	21.98	1.3420276880874717	-3.21	0.13	1.4741253668998888
8610	1309	0.007125	30.535714285714285	-6.822840416929768	0.66	25.6012	0.66	23.22	1.365862215402555	-2.9	1.1	1.4741253668998888
6631	1309	0.007125	30.535714285714285	-7.897740416929768	0.34	24.5263	0.34	24.81	1.394626764272209	-3.24	0.06	1.4741253668998888
6737	1309	0.007125	30.535714285714285	-6.911040416929765	0.59	25.513	0.59	25.45	1.4056877866727775	-3.23	0.38	1.4741253668998888
44606	1309	0.007125	30.535714285714285	-5.939840416929766	0.63	26.4842	0.63	25.84	1.4122925093230465	-3.17	0.86	1.4741253668998888
41542	1309	0.007125	30.535714285714285	-7.9897404169297666	0.53	24.4343	0.53	27.71	1.4426365257822318	-3.02	1.21	1.4741253668998888
2343	1309	0.007125	30.535714285714285	-8.040040416929767	0.23	24.384	0.23	29.61	1.4714384073892992	-3.14	0.18	1.4741253668998888
23076	1309	0.007125	30.535714285714285	-7.790240416929766	0.49	24.6338	0.49	30.66	1.4865721505183564	-3.0	0.38	1.4741253668998888
7224	1309	0.007125	30.535714285714285	-6.730240416929767	0.78	25.6938	0.78	30.9	1.4899584794248346	-3.3	0.83	1.4741253668998888
50024	1309	0.007125	30.535714285714285	-8.074040416929765	0.38	24.35	0.38	31.69	1.5009222391903005	-3.21	0.26	1.4741253668998888
59151	1309	0.007125	30.535714285714285	-8.305940416929769	0.32	24.1181	0.32	32.61	1.513350798805957	-3.26	0.17	1.4741253668998888
60583	1309	0.007125	30.535714285714285	-6.851240416929766	0.66	25.5728	0.66	32.95	1.5178554189300286	-2.87	0.86	1.4741253668998888
4322	1309	0.007125	30.535714285714285	-7.365940416929767	0.23	25.0581	0.23	33.25	1.5217916496391235	-3.26	0.03	1.4741253668998888
3108	1309	0.007125	30.535714285714285	-7.293340416929766	0.3	25.1307	0.3	33.71	1.527758752520972	-3.2	0.1	1.4741253668998888
9099	1309	0.007125	30.535714285714285	-8.108740416929766	0.72	24.3153	0.72	33.74	1.5281450782531065	-2.9	0.9	1.4741253668998888
30771	1309	0.007125	30.535714285714285	-8.639740416929765	0.17	23.7843	0.17	33.74	1.5281450782531065	-3.43	0.03	1.4741253668998888
14063	1309	0.007125	30.535714285714285	-8.015140416929768	0.35	24.4089	0.35	34.07	1.5323721335678775	-2.9	0.94	1.4741253668998888
59846	1309	0.007125	30.535714285714285	-8.373840416929767	0.67	24.0502	0.67	35.12	1.5455545072340648	-2.89	1.03	1.4741253668998888
7868	1309	0.007125	30.535714285714285	-7.2138404169297665	0.35	25.2102	0.35	36.17	1.5583485087616198	-3.15	0.17	1.4741253668998888
7989	1309	0.007125	30.535714285714285	-8.238940416929768	0.26	24.1851	0.26	39.41	1.595606434865603	-3.15	0.05	1.4741253668998888
27980	1309	0.007125	30.535714285714285	-7.802740416929765	0.6	24.6213	0.6	39.92	1.6011905326153335	-3.07	0.52	1.4741253668998888
52975	1309	0.007125	30.535714285714285	-7.165640416929765	0.17	25.2584	0.17	40.52	1.607669436688243	-3.44	0.03	1.4741253668998888
7994	1309	0.007125	30.535714285714285	-7.438940416929768	0.61	24.9851	0.61	40.68	1.609380944250707	-3.19	0.45	1.4741253668998888
1166	1309	0.007125	30.535714285714285	-7.755040416929766	0.21	24.669	0.21	41.11	1.6139474767803497	-3.18	0.08	1.4741253668998888
76534	1309	0.007125	30.535714285714285	-7.128240416929767	0.77	25.2958	0.77	41.86	1.6217992240026677	-2.91	1.45	1.4741253668998888
22918	1309	0.007125	30.535714285714285	-8.480240416929767	0.43	23.9438	0.43	42.03	1.623559390005437	-3.01	0.45	1.4741253668998888
2032	1309	0.007125	30.535714285714285	-8.269240416929765	0.24	24.1548	0.24	42.53	1.6286953827140234	-3.15	0.05	1.4741253668998888
48747	1309	0.007125	30.535714285714285	-7.812540416929767	0.16	24.6115	0.16	42.68	1.6302244107524322	-3.37	0.03	1.4741253668998888
67393	1309	0.007125	30.535714285714285	-7.762540416929767	0.67	24.6615	0.67	42.74	1.6308345178280506	-2.77	1.08	1.4741253668998888
58298	1309	0.007125	30.535714285714285	-7.869740416929766	0.21	24.5543	0.21	43.52	1.6386888866901235	-3.25	0.05	1.4741253668998888
7331	1309	0.007125	30.535714285714285	-7.907240416929767	0.81	24.5168	0.81	44.58	1.6491400641442189	-2.92	0.98	1.4741253668998888
1732	1309	0.007125	30.535714285714285	-7.989240416929768	0.21	24.4348	0.21	45.0	1.6532125137753437	-3.16	0.07	1.4741253668998888
19368	1309	0.007125	30.535714285714285	-6.497940416929765	0.67	25.9261	0.67	45.25	1.655618583541222	-3.0	0.38	1.4741253668998888
49584	1309	0.007125	30.535714285714285	-6.993840416929768	0.58	25.4302	0.58	45.67	1.6596310116070006	-3.17	0.52	1.4741253668998888
16143	1309	0.007125	30.535714285714285	-7.784040416929766	0.37	24.64	0.37	46.74	1.6696887080562082	-3.03	0.37	1.4741253668998888
15346	1309	0.007125	30.535714285714285	-8.576140416929768	0.54	23.8479	0.54	46.85	1.6707095952237971	-2.96	0.31	1.4741253668998888
52566	1309	0.007125	30.535714285714285	-7.941340416929766	0.38	24.4827	0.38	47.41	1.6758699553189567	-3.3	0.16	1.4741253668998888
52170	1309	0.007125	30.535714285714285	-7.927640416929766	0.35	24.4964	0.35	47.99	1.6811507499324214	-3.27	0.24	1.4741253668998888
4882	1309	0.007125	30.535714285714285	-7.491540416929766	0.19	24.9325	0.19	48.91	1.6893976628212823	-3.22	0.0	1.4741253668998888
68817	1309	0.007125	30.535714285714285	-7.5313404169297655	0.57	24.8927	0.57	49.93	1.6983615660551097	-2.89	0.78	1.4741253668998888
15318	1309	0.007125	30.535714285714285	-8.025640416929768	0.18	24.3984	0.18	51.45	1.7113853790984517	-3.16	0.05	1.4741253668998888
71911	1309	0.007125	30.535714285714285	-7.835640416929767	0.69	24.5884	0.69	51.99	1.7159198174335795	-2.93	0.72	1.4741253668998888
28132	1309	0.007125	30.535714285714285	-7.412240416929766	0.65	25.0118	0.65	52.24	1.7180031682670176	-3.0	0.5	1.4741253668998888
6581	1309	0.007125	30.535714285714285	-8.137940416929766	0.2	24.2861	0.2	58.98	1.7707047682157793	-3.18	0.07	1.4741253668998888
6542	1309	0.007125	30.535714285714285	-8.303040416929768	0.21	24.121	0.21	59.12	1.7717344253867693	-3.21	0.04	1.4741253668998888
53187	1309	0.007125	30.535714285714285	-7.807740416929768	0.29	24.6163	0.29	59.75	1.7763379096201752	-3.32	0.11	1.4741253668998888
69494	1309	0.007125	30.535714285714285	-8.461240416929765	0.33	23.9628	0.33	60.17	1.7793800114916558	-3.03	0.26	1.4741253668998888
19918	1309	0.007125	30.535714285714285	-7.796140416929767	0.36	24.6279	0.36	64.94	1.8125122842899826	-3.02	0.22	1.4741253668998888
64757	1309	0.007125	30.535714285714285	-8.850940416929767	0.37	23.5731	0.37	65.02	1.8130469651601078	-2.99	0.18	1.4741253668998888
13102	1309	0.007125	30.535714285714285	-8.030240416929768	0.26	24.3938	0.26	66.34	1.8217754671834636	-3.07	0.19	1.4741253668998888
45088	1309	0.007125	30.535714285714285	-8.303840416929766	0.56	24.1202	0.56	71.4	1.8536982117761744	-3.12	0.32	1.4741253668998888
3836	1309	0.007125	30.535714285714285	-8.510740416929767	0.17	23.9133	0.17	73.27	1.8649261915390054	-3.1	0.07	1.4741253668998888
7702	1309	0.007125	30.535714285714285	-8.656640416929768	0.22	23.7674	0.22	73.76	1.867820908045573	-3.26	0.02	1.4741253668998888
23616	1309	0.007125	30.535714285714285	-8.453040416929767	0.12	23.971	0.12	82.13	1.914501822827314	-3.33	0.01	1.4741253668998888
4908	1309	0.007125	30.535714285714285	-8.827640416929768	0.27	23.5964	0.27	97.89	1.9907383285075373	-2.98	0.08	1.4741253668998888
835998	5584	0.005464	23.417142857142856	-8.743469526894408	0.14	23.1042	0.14	97.75	1.9901167660679044	-3.19	0.02	1.4741253668998888
625643	5584	0.005464	23.417142857142856	-8.217369526894409	0.23	23.6303	0.23	93.91	1.9727118405470665	-3.15	0.08	1.4741253668998888
414458	5584	0.005464	23.417142857142856	-9.100869526894408	0.21	22.7468	0.21	91.51	1.9614685553507865	-3.12	0.05	1.4741253668998888
325718	5584	0.005464	23.417142857142856	-9.13506952689441	0.18	22.7126	0.18	88.51	1.9469923407483722	-3.2	0.06	1.4741253668998888
449432	5584	0.005464	23.417142857142856	-8.879969526894406	0.23	22.9677	0.23	84.69	1.9278321328665817	-3.17	0.06	1.4741253668998888
735368	5584	0.005464	23.417142857142856	-9.14456952689441	0.16	22.7031	0.16	81.35	1.9103575572728775	-3.26	0.05	1.4741253668998888
395114	5584	0.005464	23.417142857142856	-8.46246952689441	0.23	23.3852	0.23	81.19	1.9095025414054154	-3.05	0.12	1.4741253668998888
172880	5584	0.005464	23.417142857142856	-9.17196952689441	0.16	22.6757	0.16	79.48	1.9002578584377776	-3.27	0.07	1.4741253668998888
354807	5584	0.005464	23.417142857142856	-8.49736952689441	0.2	23.3503	0.2	75.26	1.8765642139838457	-3.08	0.07	1.4741253668998888
200686	5584	0.005464	23.417142857142856	-8.777069526894408	0.2	23.0706	0.2	74.8	1.8739015978644613	-3.24	0.08	1.4741253668998888
801059	5584	0.005464	23.417142857142856	-8.824069526894412	0.17	23.0236	0.17	71.46	1.8540630118664212	-3.14	0.09	1.4741253668998888
781327	5584	0.005464	23.417142857142856	-7.62536952689441	0.38	24.2223	0.38	68.17	1.8335932939984563	-3.04	0.2	1.4741253668998888
1028620	5584	0.005464	23.417142857142856	-8.629169526894408	0.14	23.2185	0.14	65.82	1.8183578779583547	-3.3	0.07	1.4741253668998888
325206	5584	0.005464	23.417142857142856	-8.319669526894408	0.19	23.528	0.19	64.08	1.8067225030761813	-3.13	0.08	1.4741253668998888
185292	5584	0.005464	23.417142857142856	-8.326669526894406	0.25	23.521	0.25	63.11	1.8000981801747757	-3.3	0.07	1.4741253668998888
715226	5584	0.005464	23.417142857142856	-8.048669526894408	0.34	23.799	0.34	60.54	1.7820424166205542	-2.99	0.16	1.4741253668998888
607520	5584	0.005464	23.417142857142856	-8.54276952689441	0.24	23.3049	0.24	60.04	1.7784406835712327	-3.13	0.14	1.4741253668998888
758598	5584	0.005464	23.417142857142856	-7.339669526894411	0.43	24.508	0.43	58.78	1.7692295817365937	-3.05	0.21	1.4741253668998888
628911	5584	0.005464	23.417142857142856	-8.32996952689441	0.29	23.5177	0.29	57.83	1.7621531923035947	-3.13	0.24	1.4741253668998888
770520	5584	0.005464	23.417142857142856	-9.13526952689441	0.14	22.7124	0.14	57.73	1.761401557498631	-3.3	0.04	1.4741253668998888
111577	5584	0.005464	23.417142857142856	-8.577169526894409	0.23	23.2705	0.23	56.72	1.7537362221750101	-3.33	0.12	1.4741253668998888
823580	5584	0.005464	23.417142857142856	-8.725269526894408	0.23	23.1224	0.23	56.17	1.7495044238761424	-3.09	0.06	1.4741253668998888
473829	5584	0.005464	23.417142857142856	-8.545869526894407	0.26	23.3018	0.26	55.13	1.741387992479269	-3.18	0.1	1.4741253668998888
673309	5584	0.005464	23.417142857142856	-8.85376952689441	0.2	22.9939	0.2	53.56	1.7288405683399715	-3.16	0.13	1.4741253668998888
549082	5584	0.005464	23.417142857142856	-8.12816952689441	0.33	23.7195	0.33	52.16	1.7173375827238637	-2.91	0.28	1.4741253668998888
502797	5584	0.005464	23.417142857142856	-8.67736952689441	0.24	23.1703	0.24	51.92	1.715334683792313	-3.0	0.17	1.4741253668998888
858989	5584	0.005464	23.417142857142856	-9.222769526894409	0.2	22.6249	0.2	51.77	1.714078164981856	-3.13	0.09	1.4741253668998888
766511	5584	0.005464	23.417142857142856	-7.75506952689441	0.23	24.0926	0.23	49.35	1.6932871570056556	-3.32	0.08	1.4741253668998888
775000	5584	0.005464	23.417142857142856	-8.49266952689441	0.27	23.355	0.27	47.94	1.680698029697635	-3.23	0.15	1.4741253668998888
891587	5584	0.005464	23.417142857142856	-8.48816952689441	0.21	23.3595	0.21	47.86	1.6799726942774185	-3.14	0.14	1.4741253668998888
1031570	5584	0.005464	23.417142857142856	-8.124569526894412	0.17	23.7231	0.17	47.05	1.6725596277632757	-3.3	0.1	1.4741253668998888
478350	5584	0.005464	23.417142857142856	-7.995269526894411	0.29	23.8524	0.29	46.75	1.6697816152085365	-3.06	0.16	1.4741253668998888
781586	5584	0.005464	23.417142857142856	-7.734169526894412	0.36	24.1135	0.36	46.66	1.6689447344577337	-3.03	0.36	1.4741253668998888
455911	5584	0.005464	23.417142857142856	-6.9591695268944065	0.54	24.8885	0.54	46.1	1.6637009253896482	-3.16	0.27	1.4741253668998888
295981	5584	0.005464	23.417142857142856	-7.998969526894406	0.21	23.8487	0.21	45.66	1.6595359071542164	-3.15	0.11	1.4741253668998888
347072	5584	0.005464	23.417142857142856	-9.16256952689441	0.35	22.6851	0.35	44.98	1.6530194510996135	-3.17	0.27	1.4741253668998888
97566	5584	0.005464	23.417142857142856	-8.589869526894411	0.26	23.2578	0.26	43.49	1.638389407665336	-3.35	0.14	1.4741253668998888
411135	5584	0.005464	23.417142857142856	-8.061769526894409	0.38	23.7859	0.38	43.46	1.6380897219845056	-3.03	0.25	1.4741253668998888
715986	5584	0.005464	23.417142857142856	-7.986269526894411	0.32	23.8614	0.32	42.45	1.6278776945799716	-3.15	0.14	1.4741253668998888
374736	5584	0.005464	23.417142857142856	-8.166369526894407	0.44	23.6813	0.44	41.52	1.6182573448404014	-3.12	0.36	1.4741253668998888
238461	5584	0.005464	23.417142857142856	-7.751169526894408	0.46	24.0965	0.46	39.16	1.5928426831311002	-3.21	0.13	1.4741253668998888
571414	5584	0.005464	23.417142857142856	-8.246369526894412	0.31	23.6013	0.31	39.16	1.5928426831311002	-3.07	0.28	1.4741253668998888
1003920	5584	0.005464	23.417142857142856	-8.376369526894408	0.31	23.4713	0.31	39.01	1.5911759503117913	-3.3	0.21	1.4741253668998888
545366	5584	0.005464	23.417142857142856	-6.898469526894409	0.46	24.9492	0.46	38.81	1.588943642740015	-3.02	0.16	1.4741253668998888
727892	5584	0.005464	23.417142857142856	-7.535869526894409	0.29	24.3118	0.29	38.65	1.5871494982543437	-3.28	0.24	1.4741253668998888
449157	5584	0.005464	23.417142857142856	-7.513069526894412	0.55	24.3346	0.55	38.49	1.585347911094591	-3.0	0.43	1.4741253668998888
513827	5584	0.005464	23.417142857142856	-8.52326952689441	0.48	23.3244	0.48	38.2	1.5820633629117087	-2.91	0.36	1.4741253668998888
605531	5584	0.005464	23.417142857142856	-7.508669526894408	0.41	24.339	0.41	38.07	1.5805828768143673	-3.06	0.2	1.4741253668998888
550433	5584	0.005464	23.417142857142856	-8.07786952689441	0.19	23.7698	0.19	38.04	1.5802405082653763	-3.34	0.07	1.4741253668998888
1015180	5584	0.005464	23.417142857142856	-8.107669526894412	0.26	23.74	0.26	37.17	1.570192561095726	-3.28	0.11	1.4741253668998888
606041	5584	0.005464	23.417142857142856	-8.360269526894406	0.32	23.4874	0.32	36.88	1.5667909123815917	-3.17	0.24	1.4741253668998888
738261	5584	0.005464	23.417142857142856	-7.776569526894406	0.48	24.0711	0.48	36.54	1.562768543016519	-3.02	0.36	1.4741253668998888
390652	5584	0.005464	23.417142857142856	-7.9502695268944095	0.49	23.8974	0.49	36.48	1.5620548296563785	-3.14	0.22	1.4741253668998888
